"State","County","Year","Days with AQI","Good Days","Moderate Days","Unhealthy for Sensitive Groups Days","Unhealthy Days","Very Unhealthy Days","Hazardous Days","Max AQI","90th Percentile AQI","Median AQI","Days CO","Days NO2","Days Ozone","Days SO2","Days PM2.5","Days PM10"
"New York","Nassau",2018,273,251,22,0,0,0,0,92,48,20,0,0,0,5,268,0
"New York","New York",2018,274,179,84,10,1,0,0,151,71,44,1,0,126,0,147,0
"New York","Niagara",2018,260,234,25,1,0,0,0,101,51,37,0,0,260,0,0,0
"New York","Oneida",2018,272,256,16,0,0,0,0,70,45,18,0,0,0,0,272,0
"New York","Onondaga",2018,273,230,41,2,0,0,0,115,61,38,0,0,244,1,28,0
"New York","Orange",2018,273,232,40,1,0,0,0,147,55,38,0,0,201,0,72,0
"New York","Oswego",2018,260,234,25,1,0,0,0,112,51,36,0,0,260,0,0,0
"New York","Putnam",2018,260,240,18,1,1,0,0,151,49,35,0,0,246,14,0,0
"New York","Queens",2018,274,205,61,8,0,0,0,140,69,41,1,33,152,0,88,0
"New York","Richmond",2018,273,205,62,6,0,0,0,136,67,38,0,0,131,0,142,0
"New York","Rockland",2018,273,228,39,5,0,1,0,210,61,38,0,0,234,0,39,0
"New York","Saratoga",2018,272,252,19,1,0,0,0,119,48,36,0,0,272,0,0,0
"New York","Seneca",2018,272,272,0,0,0,0,0,17,1,0,0,0,0,272,0,0
"New York","St. Lawrence",2018,267,218,40,9,0,0,0,110,81,13,0,0,0,267,0,0
"New York","Steuben",2018,270,240,30,0,0,0,0,87,51,35,2,0,224,0,44,0
"New York","Suffolk",2018,273,218,44,10,1,0,0,172,67,41,0,0,231,0,42,0
"New York","Tompkins",2018,242,211,29,2,0,0,0,101,54,37,0,0,235,7,0,0
"New York","Wayne",2018,208,179,25,4,0,0,0,115,61,39,0,0,208,0,0,0
"New York","Westchester",2018,273,225,36,11,1,0,0,169,71,38,0,0,227,0,46,0
"North Carolina","Alexander",2018,183,149,34,0,0,0,0,100,61,42,0,0,183,0,0,0
"North Carolina","Avery",2018,234,205,29,0,0,0,0,87,54,40,0,0,228,0,6,0
"North Carolina","Beaufort",2018,252,252,0,0,0,0,0,30,11,1,0,0,0,252,0,0
"North Carolina","Brunswick",2018,249,235,13,1,0,0,0,116,29,0,0,0,0,249,0,0
"North Carolina","Buncombe",2018,304,262,42,0,0,0,0,93,54,37,0,0,143,0,161,0
"North Carolina","Caldwell",2018,184,149,35,0,0,0,0,93,64,43,0,0,184,0,0,0
"North Carolina","Carteret",2018,222,202,20,0,0,0,0,77,49,38,0,0,222,0,0,0
"North Carolina","Caswell",2018,183,149,34,0,0,0,0,97,61,42,0,0,183,0,0,0
"North Carolina","Catawba",2018,291,245,46,0,0,0,0,77,55,33,0,0,0,0,291,0
"North Carolina","Cumberland",2018,287,225,62,0,0,0,0,100,59,41,0,0,158,0,110,19
"North Carolina","Davidson",2018,292,233,59,0,0,0,0,73,55,37,0,0,0,0,292,0
"North Carolina","Durham",2018,296,232,64,0,0,0,0,100,57,42,0,0,131,3,152,10
"North Carolina","Edgecombe",2018,293,261,32,0,0,0,0,80,51,35,0,0,144,0,149,0
"North Carolina","Forsyth",2018,273,185,86,2,0,0,0,101,68,44,0,3,165,0,105,0
"North Carolina","Graham",2018,144,114,30,0,0,0,0,93,67,44,0,0,144,0,0,0
"North Carolina","Granville",2018,180,140,40,0,0,0,0,93,64,44,0,0,180,0,0,0
"North Carolina","Guilford",2018,294,227,66,1,0,0,0,105,64,42,0,0,169,0,109,16
"North Carolina","Haywood",2018,273,162,79,26,6,0,0,199,105,47,0,0,140,124,9,0
"North Carolina","Hyde",2018,20,20,0,0,0,0,0,45,25,15,0,0,0,0,20,0
"North Carolina","Jackson",2018,60,54,6,0,0,0,0,66,52,25,0,0,0,0,60,0
"North Carolina","Johnston",2018,290,233,57,0,0,0,0,90,56,40,0,0,133,0,157,0
"North Carolina","Lee",2018,210,145,65,0,0,0,0,83,59,45,0,0,127,0,83,0
"North Carolina","Lenoir",2018,238,209,28,1,0,0,0,108,51,37,0,0,182,0,0,56
"North Carolina","Lincoln",2018,179,139,40,0,0,0,0,90,61,42,0,0,179,0,0,0
"North Carolina","Macon",2018,239,223,16,0,0,0,0,93,48,34,0,0,239,0,0,0
"North Carolina","Martin",2018,230,202,28,0,0,0,0,80,54,38,0,0,184,0,0,46
"North Carolina","Mecklenburg",2018,300,200,95,5,0,0,0,108,71,45,2,3,190,0,104,1
"North Carolina","Mitchell",2018,294,281,13,0,0,0,0,78,45,22,0,0,0,0,294,0
"North Carolina","Montgomery",2018,288,256,32,0,0,0,0,97,51,37,0,0,180,0,108,0
"North Carolina","New Hanover",2018,265,244,21,0,0,0,0,77,48,32,0,0,172,0,93,0
"North Carolina","Person",2018,242,214,28,0,0,0,0,97,54,39,0,0,181,61,0,0
"North Carolina","Pitt",2018,284,247,37,0,0,0,0,87,54,37,0,0,152,0,132,0
"North Carolina","Rockingham",2018,243,200,43,0,0,0,0,90,58,40,0,0,184,59,0,0
"North Carolina","Rowan",2018,230,218,12,0,0,0,0,74,49,39,0,0,230,0,0,0
"North Carolina","Swain",2018,304,258,46,0,0,0,0,80,54,38,0,0,140,0,164,0
"North Carolina","Union",2018,152,108,41,3,0,0,0,122,71,45,0,0,152,0,0,0
"North Carolina","Wake",2018,299,211,87,0,1,0,0,155,62,44,1,0,134,2,162,0
"North Carolina","Yancey",2018,177,134,43,0,0,0,0,84,67,45,0,0,177,0,0,0
"North Dakota","Billings",2018,269,230,39,0,0,0,0,90,58,40,0,0,221,0,48,0
"North Dakota","Burke",2018,269,228,40,1,0,0,0,108,56,39,0,0,246,0,23,0
"North Dakota","Burleigh",2018,272,210,58,2,2,0,0,153,61,40,3,3,143,0,122,1
"North Dakota","Cass",2018,268,227,40,1,0,0,0,121,58,39,0,4,184,0,77,3
"North Dakota","Dunn",2018,257,217,40,0,0,0,0,90,55,39,0,1,202,0,53,1
"North Dakota","McKenzie",2018,263,217,46,0,0,0,0,92,58,42,0,0,222,0,40,1
"North Dakota","Mercer",2018,273,227,41,5,0,0,0,127,62,40,0,4,230,5,33,1
"North Dakota","Oliver",2018,268,213,52,3,0,0,0,122,62,41,0,0,218,0,48,2
"North Dakota","Ward",2018,268,236,29,3,0,0,0,112,54,35,0,0,175,0,82,11
"North Dakota","Williams",2018,273,207,66,0,0,0,0,100,64,41,0,0,163,34,73,3
"Ohio","Adams",2018,241,226,15,0,0,0,0,66,44,24,0,0,0,23,218,0
"Ohio","Allen",2018,243,195,43,5,0,0,0,119,63,41,0,0,164,0,79,0
"Ohio","Ashtabula",2018,243,208,32,3,0,0,0,129,58,38,0,0,182,61,0,0
"Ohio","Athens",2018,55,53,2,0,0,0,0,54,46,29,0,0,0,0,55,0
"Ohio","Belmont",2018,244,233,11,0,0,0,0,62,37,18,1,166,0,1,72,4
"Ohio","Butler",2018,273,191,76,6,0,0,0,140,71,43,0,0,220,4,44,5
"Ohio","Clark",2018,273,184,85,4,0,0,0,140,67,44,0,0,145,3,125,0
"Ohio","Clermont",2018,269,204,63,2,0,0,0,101,64,43,0,0,197,0,72,0
"Ohio","Clinton",2018,184,143,40,1,0,0,0,112,67,43,0,0,184,0,0,0
"Ohio","Columbiana",2018,243,242,1,0,0,0,0,52,12,0,0,0,0,200,0,43
"Ohio","Cuyahoga",2018,244,146,87,11,0,0,0,133,80,45,1,7,153,0,77,6
"Ohio","Delaware",2018,214,182,32,0,0,0,0,100,58,41,0,0,214,0,0,0
"Ohio","Fayette",2018,243,216,27,0,0,0,0,80,54,39,0,0,243,0,0,0
"Ohio","Franklin",2018,274,198,74,2,0,0,0,122,64,43,1,16,174,0,82,1
"Ohio","Gallia",2018,243,236,6,1,0,0,0,124,30,4,0,0,0,243,0,0
"Ohio","Geauga",2018,184,135,40,9,0,0,0,129,80,44,0,0,184,0,0,0
"Ohio","Greene",2018,271,192,78,1,0,0,0,122,61,43,0,0,158,0,113,0
"Ohio","Hamilton",2018,274,134,132,7,1,0,0,159,74,51,1,17,118,0,138,0
"Ohio","Harrison",2018,21,20,1,0,0,0,0,53,46,29,0,0,0,0,20,1
"Ohio","Jefferson",2018,243,138,103,2,0,0,0,108,67,48,0,0,78,21,144,0
"Ohio","Knox",2018,214,177,36,1,0,0,0,115,64,42,0,0,214,0,0,0
"Ohio","Lake",2018,244,178,55,11,0,0,0,138,80,42,1,0,157,5,81,0
"Ohio","Lawrence",2018,243,201,40,2,0,0,0,119,58,41,0,0,144,1,98,0
"Ohio","Licking",2018,214,179,35,0,0,0,0,100,58,41,0,0,214,0,0,0
"Ohio","Lorain",2018,243,196,46,1,0,0,0,101,61,39,0,0,141,0,102,0
"Ohio","Lucas",2018,273,190,73,9,1,0,0,151,70,44,0,0,172,7,94,0
"Ohio","Madison",2018,213,178,34,1,0,0,0,101,61,42,0,0,213,0,0,0
"Ohio","Mahoning",2018,251,203,48,0,0,0,0,90,58,38,0,0,117,0,132,2
"Ohio","Medina",2018,243,183,60,0,0,0,0,100,61,41,0,0,149,0,94,0
"Ohio","Miami",2018,214,176,37,1,0,0,0,140,64,41,0,0,214,0,0,0
"Ohio","Montgomery",2018,274,200,70,4,0,0,0,129,64,43,7,0,171,0,96,0
"Ohio","Morgan",2018,241,240,1,0,0,0,0,52,10,1,0,0,0,241,0,0
"Ohio","Noble",2018,217,193,24,0,0,0,0,97,51,39,0,0,211,0,6,0
"Ohio","Portage",2018,198,155,43,0,0,0,0,100,64,42,0,0,170,0,28,0
"Ohio","Preble",2018,274,192,81,1,0,0,0,107,61,44,1,0,155,0,118,0
"Ohio","Scioto",2018,201,193,8,0,0,0,0,82,40,17,0,0,0,38,70,93
"Ohio","Stark",2018,274,174,97,3,0,0,0,108,71,46,2,0,150,0,122,0
"Ohio","Summit",2018,244,167,76,1,0,0,0,105,64,43,1,0,132,0,111,0
"Ohio","Trumbull",2018,239,181,54,4,0,0,0,108,67,42,0,0,172,0,65,2
"Ohio","Warren",2018,271,187,79,5,0,0,0,136,67,44,0,0,175,0,96,0
"Ohio","Washington",2018,184,156,25,3,0,0,0,105,61,41,0,0,184,0,0,0
"Ohio","Wood",2018,184,152,30,2,0,0,0,115,67,41,0,0,184,0,0,0
"Oklahoma","Adair",2018,182,140,40,2,0,0,0,145,58,42,1,0,120,0,60,1
"Oklahoma","Bryan",2018,259,215,41,3,0,0,0,119,64,41,0,0,259,0,0,0
"Oklahoma","Canadian",2018,299,239,54,6,0,0,0,150,67,39,0,0,299,0,0,0
"Oklahoma","Carter",2018,295,237,56,2,0,0,0,128,56,32,0,0,0,0,295,0
"Oklahoma","Choctaw",2018,211,193,18,0,0,0,0,93,50,40,0,0,211,0,0,0
"Oklahoma","Cleveland",2018,304,197,101,6,0,0,0,121,71,45,0,0,173,0,131,0
"Oklahoma","Comanche",2018,304,224,76,4,0,0,0,122,71,43,0,0,265,0,39,0
"Oklahoma","Creek",2018,300,259,40,1,0,0,0,115,54,37,0,0,300,0,0,0
"Oklahoma","Custer",2018,303,294,8,1,0,0,0,104,31,18,0,0,0,0,0,303
"Oklahoma","Dewey",2018,301,203,91,7,0,0,0,115,77,43,0,0,215,0,86,0
"Oklahoma","Garfield",2018,296,288,8,0,0,0,0,70,21,0,0,0,0,296,0,0
"Oklahoma","Jefferson",2018,241,172,64,4,1,0,0,151,74,44,0,0,241,0,0,0
"Oklahoma","Kay",2018,304,225,77,2,0,0,0,114,60,41,0,0,56,9,239,0
"Oklahoma","Love",2018,239,172,60,7,0,0,0,129,77,44,0,0,239,0,0,0
"Oklahoma","Mayes",2018,304,282,22,0,0,0,0,93,47,13,0,0,119,185,0,0
"Oklahoma","McClain",2018,287,230,54,3,0,0,0,119,67,40,0,0,287,0,0,0
"Oklahoma","Muskogee",2018,304,275,27,2,0,0,0,102,50,19,0,0,0,32,0,272
"Oklahoma","Nowata",2018,293,220,73,0,0,0,0,97,64,43,0,0,163,0,130,0
"Oklahoma","Oklahoma",2018,305,193,103,9,0,0,0,147,77,46,1,12,178,0,111,3
"Oklahoma","Osage",2018,298,242,49,7,0,0,0,143,67,39,0,0,298,0,0,0
"Oklahoma","Ottawa",2018,290,195,94,1,0,0,0,107,63,45,0,0,146,0,139,5
"Oklahoma","Pittsburg",2018,303,228,74,1,0,0,0,108,69,42,0,0,176,0,127,0
"Oklahoma","Sequoyah",2018,209,171,38,0,0,0,0,90,56,40,0,0,90,0,119,0
"Oklahoma","Tulsa",2018,305,161,136,7,1,0,0,192,80,50,1,1,129,0,173,1
"Oklahoma","Washington",2018,8,5,3,0,0,0,0,60,60,43,0,0,2,0,6,0
"Oregon","Clackamas",2018,75,73,2,0,0,0,0,54,44,33,0,0,59,0,16,0
"Oregon","Columbia",2018,60,60,0,0,0,0,0,41,38,33,0,0,60,0,0,0
"Oregon","Crook",2018,53,46,7,0,0,0,0,71,52,23,0,0,0,0,53,0
"Oregon","Harney",2018,58,45,12,1,0,0,0,101,64,25,0,0,0,0,58,0
"Oregon","Jackson",2018,99,90,9,0,0,0,0,80,50,38,0,0,61,0,38,0
"Oregon","Josephine",2018,38,33,5,0,0,0,0,67,55,22,0,0,0,0,38,0
"Oregon","Klamath",2018,59,46,13,0,0,0,0,72,56,22,0,0,0,0,59,0
"Oregon","Lake",2018,48,43,5,0,0,0,0,65,53,20,0,0,0,0,48,0
"Oregon","Lane",2018,273,221,49,2,1,0,0,154,62,35,0,0,102,0,167,4
"Oregon","Marion",2018,61,60,1,0,0,0,0,51,44,36,0,0,61,0,0,0
"Oregon","Multnomah",2018,194,190,4,0,0,0,0,64,42,32,2,21,149,12,10,0
"Oregon","Umatilla",2018,51,45,6,0,0,0,0,71,51,41,0,0,51,0,0,0
"Oregon","Union",2018,19,19,0,0,0,0,0,13,12,5,0,0,0,0,19,0
"Oregon","Wallowa",2018,20,20,0,0,0,0,0,15,10,5,0,0,0,0,20,0
"Oregon","Wasco",2018,76,76,0,0,0,0,0,48,36,29,0,0,61,0,0,15
"Oregon","Washington",2018,181,179,2,0,0,0,0,64,37,27,1,53,105,0,22,0
"Pennsylvania","Adams",2018,240,193,46,1,0,0,0,105,64,43,0,0,194,0,46,0
"Pennsylvania","Allegheny",2018,274,115,139,19,1,0,0,154,93,55,1,0,81,21,171,0
"Pennsylvania","Armstrong",2018,177,148,28,1,0,0,0,143,58,39,0,0,131,0,46,0
"Pennsylvania","Beaver",2018,181,118,59,4,0,0,0,136,75,45,0,2,113,0,66,0
"Pennsylvania","Berks",2018,181,141,39,1,0,0,0,101,63,41,0,0,145,0,36,0
"Pennsylvania","Blair",2018,181,150,31,0,0,0,0,80,58,40,0,0,133,1,47,0
"Pennsylvania","Bradford",2018,179,150,29,0,0,0,0,97,55,39,0,0,133,0,46,0
"Pennsylvania","Bucks",2018,161,137,17,7,0,0,0,136,67,37,0,0,161,0,0,0
"Pennsylvania","Cambria",2018,179,145,34,0,0,0,0,90,59,40,0,2,102,0,75,0
"Pennsylvania","Centre",2018,241,205,36,0,0,0,0,97,57,40,0,0,204,0,37,0
"Pennsylvania","Chester",2018,177,137,40,0,0,0,0,100,62,38,0,0,104,0,73,0
"Pennsylvania","Clearfield",2018,171,152,18,1,0,0,0,101,54,40,0,0,171,0,0,0
"Pennsylvania","Cumberland",2018,181,137,44,0,0,0,0,87,59,35,0,0,0,0,181,0
"Pennsylvania","Dauphin",2018,181,137,44,0,0,0,0,93,67,41,0,0,117,0,64,0
"Pennsylvania","Delaware",2018,181,95,85,1,0,0,0,108,66,50,0,0,45,0,136,0
"Pennsylvania","Elk",2018,241,216,25,0,0,0,0,97,51,37,0,0,241,0,0,0
"Pennsylvania","Erie",2018,181,143,38,0,0,0,0,84,58,39,0,5,115,0,61,0
"Pennsylvania","Franklin",2018,175,168,7,0,0,0,0,67,45,34,0,0,175,0,0,0
"Pennsylvania","Greene",2018,179,153,26,0,0,0,0,97,58,39,0,0,159,0,20,0
"Pennsylvania","Indiana",2018,180,152,28,0,0,0,0,100,67,40,0,0,175,5,0,0
"Pennsylvania","Lackawanna",2018,181,151,30,0,0,0,0,84,60,38,0,9,107,0,65,0
"Pennsylvania","Lancaster",2018,181,120,60,1,0,0,0,105,71,44,0,0,100,0,81,0
"Pennsylvania","Lawrence",2018,181,162,19,0,0,0,0,97,51,36,0,0,181,0,0,0
"Pennsylvania","Lebanon",2018,181,120,60,1,0,0,0,101,67,43,0,0,98,0,83,0
"Pennsylvania","Lehigh",2018,181,131,50,0,0,0,0,97,68,41,0,0,110,0,71,0
"Pennsylvania","Luzerne",2018,181,163,17,1,0,0,0,101,50,36,0,0,180,1,0,0
"Pennsylvania","Lycoming",2018,170,158,12,0,0,0,0,80,48,36,0,0,170,0,0,0
"Pennsylvania","Mercer",2018,243,174,68,1,0,0,0,115,71,44,0,0,188,0,55,0
"Pennsylvania","Monroe",2018,180,149,29,2,0,0,0,108,58,41,0,0,156,0,24,0
"Pennsylvania","Montgomery",2018,170,134,33,3,0,0,0,112,66,40,0,0,111,0,59,0
"Pennsylvania","Northampton",2018,181,111,67,3,0,0,0,115,79,44,0,0,100,0,81,0
"Pennsylvania","Philadelphia",2018,212,121,87,4,0,0,0,136,69,47,0,2,75,0,135,0
"Pennsylvania","Somerset",2018,242,215,27,0,0,0,0,90,51,38,0,0,242,0,0,0
"Pennsylvania","Tioga",2018,178,152,26,0,0,0,0,97,56,40,0,0,147,0,31,0
"Pennsylvania","Warren",2018,181,179,1,1,0,0,0,146,27,9,0,0,0,181,0,0
"Pennsylvania","Washington",2018,181,113,67,1,0,0,0,105,68,46,0,0,102,0,79,0
"Pennsylvania","Westmoreland",2018,181,155,25,1,0,0,0,115,53,38,0,0,135,0,46,0
"Pennsylvania","York",2018,181,140,41,0,0,0,0,97,58,41,0,4,119,0,58,0
"Puerto Rico","Bayamon",2018,140,91,46,2,1,0,0,166,67,45,1,0,0,1,138,0
"Puerto Rico","Caguas",2018,24,24,0,0,0,0,0,6,5,3,24,0,0,0,0,0
"Puerto Rico","Catano",2018,178,133,45,0,0,0,0,96,61,35,0,0,26,0,152,0
"Puerto Rico","Guayama",2018,167,114,0,0,0,0,1,995,995,4,0,0,0,167,0,0
"Puerto Rico","Guaynabo",2018,119,113,4,1,1,0,0,169,35,5,68,0,0,0,51,0
"Puerto Rico","Ponce",2018,182,151,30,1,0,0,0,108,55,29,6,0,0,0,137,39
"Rhode Island","Kent",2018,87,86,1,0,0,0,0,61,44,27,0,0,25,0,62,0
"Rhode Island","Providence",2018,142,118,24,0,0,0,0,75,57,39,1,8,43,0,78,12
"Rhode Island","Washington",2018,89,86,3,0,0,0,0,61,45,30,0,0,28,0,61,0
"South Carolina","Aiken",2018,205,184,21,0,0,0,0,93,51,38,0,0,205,0,0,0
"South Carolina","Anderson",2018,234,231,3,0,0,0,0,51,45,34,0,0,234,0,0,0
"South Carolina","Berkeley",2018,217,208,9,0,0,0,0,67,44,31,0,0,217,0,0,0
"South Carolina","Charleston",2018,264,233,31,0,0,0,0,97,52,37,0,3,148,0,113,0
"South Carolina","Chesterfield",2018,254,213,40,1,0,0,0,104,55,38,0,0,183,0,70,1
"South Carolina","Colleton",2018,273,251,22,0,0,0,0,77,49,33,0,0,174,0,99,0
"South Carolina","Darlington",2018,216,207,9,0,0,0,0,87,46,38,0,0,216,0,0,0
"South Carolina","Edgefield",2018,263,234,29,0,0,0,0,90,51,36,0,0,190,0,73,0
"South Carolina","Florence",2018,267,238,29,0,0,0,0,73,51,30,0,0,0,0,267,0
"South Carolina","Georgetown",2018,240,240,0,0,0,0,0,44,29,16,0,0,0,0,0,240
"South Carolina","Greenville",2018,273,215,58,0,0,0,0,87,56,40,0,7,156,0,110,0
"South Carolina","Horry",2018,245,227,18,0,0,0,0,87,49,36,0,0,245,0,0,0
"South Carolina","Lexington",2018,273,225,48,0,0,0,0,92,53,33,0,0,0,3,262,8
"South Carolina","Oconee",2018,272,232,40,0,0,0,0,97,54,38,0,0,223,0,49,0
"South Carolina","Pickens",2018,235,211,24,0,0,0,0,87,51,39,0,0,235,0,0,0
"South Carolina","Richland",2018,274,228,45,1,0,0,0,101,54,40,1,1,215,0,57,0
"South Carolina","Spartanburg",2018,273,214,59,0,0,0,0,77,56,42,0,0,153,0,120,0
"South Carolina","York",2018,270,224,43,3,0,0,0,115,61,37,0,0,270,0,0,0
"South Dakota","Brookings",2018,181,147,33,1,0,0,0,101,67,40,0,0,169,0,10,2
"South Dakota","Brown",2018,59,55,3,0,0,0,1,429,46,24,0,0,0,0,53,6
"South Dakota","Codington",2018,181,157,24,0,0,0,0,70,53,35,0,0,0,0,149,32
"South Dakota","Custer",2018,181,157,24,0,0,0,0,88,51,43,0,0,176,0,5,0
"South Dakota","Hughes",2018,179,176,3,0,0,0,0,66,30,14,0,0,0,0,179,0
"South Dakota","Jackson",2018,181,163,18,0,0,0,0,77,50,44,0,0,165,0,15,1
"South Dakota","Meade",2018,180,180,0,0,0,0,0,43,36,31,0,0,177,0,0,3
"South Dakota","Minnehaha",2018,182,144,35,3,0,0,0,115,74,43,1,5,143,0,33,0
"South Dakota","Pennington",2018,181,143,37,1,0,0,0,109,58,31,0,14,0,0,59,108
"South Dakota","Union",2018,181,138,40,3,0,0,0,112,67,44,0,0,142,0,39,0
"Tennessee","Anderson",2018,181,150,31,0,0,0,0,90,61,38,0,0,121,60,0,0
"Tennessee","Blount",2018,244,196,47,1,0,0,0,108,67,44,1,0,199,0,44,0
"Tennessee","Claiborne",2018,236,216,20,0,0,0,0,87,49,38,0,0,236,0,0,0
"Tennessee","Davidson",2018,182,125,55,1,1,0,0,151,64,43,1,11,74,0,96,0
"Tennessee","DeKalb",2018,228,211,17,0,0,0,0,87,49,36,0,0,228,0,0,0
"Tennessee","Dyer",2018,177,165,12,0,0,0,0,60,48,30,0,0,0,0,177,0
"Tennessee","Hamilton",2018,302,215,86,1,0,0,0,101,62,44,0,0,175,0,127,0
"Tennessee","Jefferson",2018,122,90,32,0,0,0,0,100,74,44,0,0,122,0,0,0
"Tennessee","Knox",2018,304,250,53,1,0,0,0,112,61,39,0,0,222,0,43,39
"Tennessee","Lawrence",2018,176,164,12,0,0,0,0,60,47,28,0,0,0,0,176,0
"Tennessee","Loudon",2018,181,142,38,1,0,0,0,133,64,39,0,0,111,0,70,0
"Tennessee","Madison",2018,181,168,13,0,0,0,0,60,47,26,0,0,0,0,181,0
"Tennessee","Maury",2018,158,147,11,0,0,0,0,59,47,29,0,0,0,0,158,0
"Tennessee","McMinn",2018,172,151,21,0,0,0,0,67,51,29,0,0,0,0,172,0
"Tennessee","Montgomery",2018,181,161,20,0,0,0,0,59,51,29,0,0,0,0,181,0
"Tennessee","Putnam",2018,176,164,12,0,0,0,0,58,46,27,0,0,0,0,176,0
"Tennessee","Roane",2018,176,157,19,0,0,0,0,62,52,27,0,0,0,0,176,0
"Tennessee","Sevier",2018,243,190,49,4,0,0,0,115,67,44,0,0,243,0,0,0
"Tennessee","Shelby",2018,182,130,48,4,0,0,0,129,71,43,1,4,129,0,48,0
"Tennessee","Sullivan",2018,181,103,70,8,0,0,0,110,82,48,0,0,76,63,42,0
"Tennessee","Sumner",2018,165,125,38,2,0,0,0,133,64,41,0,0,104,0,61,0
"Tennessee","Williamson",2018,122,96,25,1,0,0,0,108,64,43,0,0,122,0,0,0
"Tennessee","Wilson",2018,116,84,30,2,0,0,0,119,64,43,0,0,116,0,0,0
"Texas","Bell",2018,212,172,37,3,0,0,0,136,71,39,0,0,212,0,0,0
"Texas","Bexar",2018,273,180,86,7,0,0,0,143,71,44,0,4,112,2,154,1
"Texas","Bowie",2018,219,173,45,1,0,0,0,104,57,36,0,0,0,0,219,0
"Texas","Brazoria",2018,181,152,28,1,0,0,0,122,64,33,0,8,173,0,0,0
"Texas","Brewster",2018,229,183,46,0,0,0,0,97,64,43,0,0,215,0,14,0
"Texas","Cameron",2018,243,136,107,0,0,0,0,99,66,48,0,0,65,0,178,0
"Texas","Collin",2018,178,144,27,7,0,0,0,136,67,41,0,0,178,0,0,0
"Texas","Culberson",2018,20,19,1,0,0,0,0,51,40,23,0,0,0,0,20,0
"Texas","Dallas",2018,182,117,58,7,0,0,0,150,71,46,1,5,88,0,86,2
"Texas","Denton",2018,181,140,34,7,0,0,0,133,74,43,0,10,154,0,17,0
"Texas","Ector",2018,239,204,35,0,0,0,0,91,55,31,0,0,0,0,239,0
"Texas","El Paso",2018,244,105,128,10,1,0,0,154,84,53,10,21,147,0,64,2
"Texas","Ellis",2018,181,139,39,3,0,0,0,108,61,41,0,6,107,0,68,0
"Texas","Fayette",2018,207,176,31,0,0,0,0,96,55,28,0,0,0,0,207,0
"Texas","Freestone",2018,196,192,4,0,0,0,0,86,4,0,0,0,0,196,0,0
"Texas","Galveston",2018,181,149,27,5,0,0,0,143,61,34,0,3,147,2,28,1
"Texas","Gregg",2018,242,204,38,0,0,0,0,97,61,37,0,2,231,9,0,0
"Texas","Harris",2018,274,121,136,13,4,0,0,187,84,52,1,12,98,1,161,1
"Texas","Harrison",2018,243,186,56,1,0,0,0,108,58,41,0,1,134,12,96,0
"Texas","Hidalgo",2018,241,128,110,3,0,0,0,115,71,48,0,0,61,0,180,0
"Texas","Hood",2018,179,151,28,0,0,0,0,93,58,37,0,0,179,0,0,0
"Texas","Howard",2018,241,199,34,7,1,0,0,200,62,10,0,0,0,241,0,0
"Texas","Hunt",2018,181,163,17,1,0,0,0,108,50,35,0,4,177,0,0,0
"Texas","Hutchinson",2018,240,132,39,61,8,0,0,168,129,43,0,0,0,240,0,0
"Texas","Jefferson",2018,182,92,82,8,0,0,0,122,80,50,1,0,65,15,101,0
"Texas","Johnson",2018,175,143,30,2,0,0,0,136,61,37,0,0,175,0,0,0
"Texas","Kaufman",2018,181,153,28,0,0,0,0,100,58,39,0,2,133,0,46,0
"Texas","Kleberg",2018,167,118,48,1,0,0,0,118,63,36,0,0,0,0,167,0
"Texas","Lubbock",2018,232,204,27,1,0,0,0,134,52,27,0,0,0,0,232,0
"Texas","Maverick",2018,228,178,50,0,0,0,0,100,57,33,0,0,0,0,228,0
"Texas","McLennan",2018,161,125,36,0,0,0,0,98,64,43,1,0,124,0,36,0
"Texas","Milam",2018,205,205,0,0,0,0,0,29,0,0,0,0,0,205,0,0
"Texas","Montgomery",2018,181,130,44,7,0,0,0,150,80,43,0,0,133,0,48,0
"Texas","Navarro",2018,181,130,48,3,0,0,0,123,74,42,0,2,108,25,46,0
"Texas","Nueces",2018,181,137,44,0,0,0,0,99,61,42,0,0,78,0,103,0
"Texas","Orange",2018,181,105,70,6,0,0,0,115,67,48,0,0,59,7,115,0
"Texas","Parker",2018,177,156,19,2,0,0,0,115,51,37,0,0,177,0,0,0
"Texas","Polk",2018,243,225,18,0,0,0,0,97,48,32,0,0,243,0,0,0
"Texas","Potter",2018,243,180,45,17,1,0,0,161,89,30,0,0,0,98,145,0
"Texas","Randall",2018,241,145,87,9,0,0,0,112,80,48,0,0,241,0,0,0
"Texas","Robertson",2018,182,182,0,0,0,0,0,21,4,0,0,0,0,182,0,0
"Texas","Rockwall",2018,172,151,16,5,0,0,0,136,58,34,0,0,172,0,0,0
"Texas","Rusk",2018,236,202,24,10,0,0,0,138,59,11,0,0,0,236,0,0
"Texas","Smith",2018,242,203,37,2,0,0,0,112,64,36,0,2,240,0,0,0
"Texas","Tarrant",2018,182,111,65,4,2,0,0,166,80,47,1,8,93,0,80,0
"Texas","Titus",2018,231,231,0,0,0,0,0,50,11,0,0,0,0,231,0,0
"Texas","Travis",2018,213,104,101,8,0,0,0,112,70,51,1,4,77,0,131,0
"Texas","Victoria",2018,106,104,2,0,0,0,0,80,36,27,0,0,106,0,0,0
"Texas","Webb",2018,192,124,66,2,0,0,0,107,70,44,1,0,82,0,108,1
